target,source,cosine_similarity,dialect
هناك عالم هنا ...وعندما تكتب فيه تصبح جزءاً من ذلك العالم,فيه عالم هنا... وعلاقتك بالكتابة بيه هي جزء من علاقتك بالعالم,0.8491281,Egyptian
ونحن نتشارك فى شىء أخر ..,محدش هيعملها غيرنا,0.8491249,Egyptian
سوف أعطيكم الطعام لكن بعد ذلك عليكم أن تذهبوا,أو لو عاوز ممكن تجيب الأكل ونرجع,0.8490983,Egyptian
الذي على ذلك الجانبِ مِنْ البلدةِ.,إللي هناك على الناحيه التانيه من البلد,0.8490933,Egyptian
فقط شيء خاص بالخيول.,ده.. ده حاجة عجيبة,0.8490875,Egyptian
(ليندا)، قطعت وعداً لكِ لذا سأخرج الآن وأعثر على -زوجك السابق؟ ..,(ليندا)، قطعتو وعد معاكي، وبكدة حطلع دلوقتي أتحرك وأجيب - جوزك السابق؟..,0.84906757,Egyptian
قريبًا، خلال بضعة أيام.,- ها هي بضعة ايام كمان,0.8490521,Egyptian
عندما  عالمين,عاوزك فى موضوع,0.8490411,Egyptian
- الكوكايين هذا ما اقصده,انت اللى بتقول كده إن المخدرات دايما,0.84903723,Egyptian
عَرفتُك ل35 سنةِ,أنا وانت صحاب من 35 سنة,0.84902203,Egyptian
عندما أقول أنا أعمل، وأنا أعمل، حسنا؟,ما تقوليش إني أعمل ايه حاضر,0.8490054,Egyptian
مهلًا، حسبتُ أن ذلك سبب عودتكَ، لأنّكَ قلتَ أنّكَ تشعر بالإختلاف.,استنى شوية، فكرت ان دي أسباب الرجوع بتاعتك، لأنك قولت انك حاسس بانك اتغيرت.,0.8489918,Egyptian
أعتقد أنت يجب أن نظرة وارد.,بصراحة انت محتاج تتفرج على ديه,0.848959,Egyptian
لا يا سيدى- ماذا حدث؟,- إيه اللي حصل؟,0.8489335,Egyptian
مكانك هو المكان الذي أقول فيه.,انتي متقولتيهاش مكاني صح؟,0.84893197,Egyptian
انت كنت افكر فيك للتو.,كنت بتفكر فى الموضوع ده برضه,0.8489293,Egyptian
هل سمعت نفسك أبداً وأنت تروى قصة؟,إيه حكاية اللي عندك؟,0.8489257,Egyptian
سوف نأخذك الى المشفى,باباك حيصور يوصلك المستشفى، موافق؟,0.8489235,Egyptian
"أجل , ربما يجب أن اذهب للتدريب معك",اه ايوة يمكن اروح اتدرب معاك,0.8489114,Egyptian
الحياة لا تسير بسرعةٍ كبيرة ، ومازال هناك متسعٌ من الوقت لنفعل ما نشاء,الحياة مش رايحة بسرعة كبيرة، ولسَّه في وقت نعمل اللي إحنا عايزينه,0.8488492,Egyptian
"لا, أنا أصنع أثاث طاولة , أريكة , مقعد","لأ , أنا بـأصنع مٌوبيليا تربيزة, كانبة, كرسي",0.8488397,Egyptian
-اعط كل لاعب 5 كروت حمراء,- اعطي كل واحد خمسه كروت حمر,0.8488296,Egyptian
لا أدرى عن ماذا تتحدثين,"I'm sorry, I don't understand what you're asking.",0.84881794,Egyptian
أنتِ لا تعرفين ماذا سمعتِ,- و انت بتقول انك مش عارفها,0.8487953,Egyptian
لقد حلمت بالسلام لقد تخيلته,حلمت بالسّلام و تخيلته,0.84878564,Egyptian
لقد كنتَ صديقهُ وشريكه,لو كصديق اهو,0.8487752,Egyptian
لا أعرف عن ماذا تتحدث.,أنا مش عارف أعمـل إيه.,0.84877324,Egyptian
إذن يا رأس القمر... أنت أخذتني للشيطان بنفسه هناك، ألم تفعل؟,يعني يا راس القمر... انت ودنيتني للملخ نفسه هناك، معلش؟,0.84877026,Egyptian
"- هو فعلها , هو من سرق حقيبتي",هو اللي عملها، هو اللى سرق شنطتى,0.84876585,Egyptian
أجل .. لكنها كانت مريضة جدا لقد ماتت تقريبا في بغداد,آه .. بس كانت مريضه قوي أوي كانت هتموت في بغداد,0.8487473,Egyptian
انت ذهبت للمسرح لكن انا شاهدت ما فعلته,انت روحت المسرح بس انا شوفت اللي عملته,0.8487097,Egyptian
ما السر الكبير الذي توشك أن تكشف عنه؟,ما خبرناش عن السر,0.8487083,Egyptian
خلف هذا الحائط مليون دولار,وراء الحيط ده مليون دولار,0.8487011,Egyptian
الآن هذا هو ما تسمونه قصة حب,دلوقتي دا اللى بتسموه قصة حب,0.8486978,Egyptian
اعتقدت انه كان يحاول...,كان مظبوط فى رأيه؟,0.8486732,Egyptian
لديك الكثير من الأسئلة.,أنا متأكد إنك عندك أسئلة,0.8486696,Egyptian
لذا اذهب و استمتع بحياتك طالما انك تستطيع,لما تستمتع بحياتك ما دامك تقدر,0.8486401,Egyptian
إمرأة قوية واثقة ...من الذى لا يحتاج للتدخين,أنسة قوية واثقة .. مين مو محتاجة تدخن؟,0.8486368,Egyptian
ماذا تقصدين بحق الجحيم؟,انت بتقصد ايه؟,0.84863466,Egyptian
أنه رجُل جيد حقاً.,وفوق كده أحسنت كتير,0.8486288,Egyptian
"أتعلمين, أعتقد أن الله لديه خطة لي",انا عارفة .. و بحس ان ربنا عنده ليا خطة,0.84862155,Egyptian
شكراً، لنذهب ونقوم بتنظيفك.,-علي بس التنظيف,0.8486212,Egyptian
ماذا سنفعل؟,طيب، ما هي خطوتنا القادمة؟,0.8486129,Egyptian
أريد مقابلةً مع السفارة في باريس,عايز أقابل السفاره في باريس,0.8485779,Egyptian
حكومة جلالته تريد أن تعرف مكانه,حكومت جلالته عايزة تعرف مكانه,0.84854496,Egyptian
ما فعلت، وماذا تفعل...,ما عملت، وبتعمل ايه دلوقتى...,0.8485327,Egyptian
سأساعدك بكل شكل ممكن,هاساعدك بكل ما اقدر عليه,0.84851587,Egyptian
وهذا مايفسر سبب انتفاخ ركبتك وبقية الأعراض الاخرى,وهذا اللي بيأثر على الجزء الدهني بالركبة ويخلّيه يتورم ينتج عنه انتفاخ الركبة.,0.84850866,Egyptian
إنهم أصدقاء و هم يحتاجون لمساعدته,إنهم أصحاب و هما محتاجينه,0.848507,Egyptian
أعتقدها مستاءة قليلة من هذا,هي اتصورت إنها بس دافتها,0.84850407,Egyptian
أنا كنت على طائرة قادم من (جنوب أفريقيا) لـ 18 ساعة,أنا كنت راكب طيارة جايه من جنوب إفريقيا وواخد 18 ساعه,0.8484979,Egyptian
ربما يجدر بكِ التفكير بفعل نفس الشيء,كنت بتفكر فى الموضوع ده برضه,0.84848654,Egyptian
إذاً ماذا تريدنا أن نفعل؟,طيب، ما هي خطوتنا القادمة؟,0.8484329,Egyptian
لكن استطيع ان أعدك بإن... سيكون مازال لديك عائلتك، و عندما حين الوقت،,لكن أقدر أوعدك ان... هتفضل عندك أهلك، و لما يحين الوقت،,0.84840304,Egyptian
كان لأنني أؤمن بك,أيوه اتقدر انا أصدقك,0.84836346,Egyptian
اذا ماذا سنفعل ؟,طيب، ما هي خطوتنا القادمة؟,0.84831744,Egyptian
أنت كاتبة أغاني مذهلة وسأكون هناك غداً لدعمك,أنتي كاتبة أغاني جامده وهبقى موجود بكرة أدعمك,0.84830934,Egyptian
نعم، أشعر بالأسف لها,آه، بحس بحزن عليها,0.8482897,Egyptian
دعني آحاول,-اتفضل يلا جرب,0.8482864,Egyptian
.أنا لا أتلقى أوامر منك يا إلهي ، ما الذي فعلته؟,أنا مبنستلمش أوامر منك يا إلهي هعملت إيه؟,0.8482449,Egyptian
هناك عاصفه قادنة لايمكن ايقافه _ لكن عليها ذلك _,فيه عاصفة جاية معرفش تقف _ بس لازم تتوقف _,0.8482447,Egyptian
لقد تم أخبارك بالحقيقة,أنا فاهم انك كنت بتقول ليا الحقيقة,0.8482388,Egyptian
لا تقلق، أعلم شعورك,أنا عارف اللي في قلبك,0.8482313,Egyptian
او ربما هدفها يعرفها شخصيا و لا يسمح لها بالاقتراب كفاية للقتل,أو يمكن يكون عارفها شخصياً ويمنعها إنها تقرب بالشكل اللي يوصل للقتل,0.8482229,Egyptian
أتَتذكّرُ ذلك الليلِ أَخذتَني في الغاباتِ؟,بتفتكر الليلة اللي خدتني الغابات ده؟,0.8482121,Egyptian
حسنا ربما كنت سعيدا هيا أكملي طعامك,حاضر يا بيه، أكمل أكلك على راحتك,0.8482003,Egyptian
"لا, أنا فقط أريد المساعدة",أنا بس عاوز أساعد,0.84819996,Egyptian
هناك آخرون مثلي سوف نقدم المساعدة,علشان كده لازم نساعد بعضينا,0.8481711,Egyptian
لقد تسلقت شجره من قبل أليس كذلك ؟,أنا طلعت فوق الشجرة دي قبل كده و أليس كمان,0.8481631,Egyptian
و أنا ليس لدي برنامج تلفزيوني وليس لدي أي شخص ليستمع إلي,ولا عندي برنامج ولا عندي حد يسمعني,0.84814847,Egyptian
... الآن لديكِ مشكلة ... لأنني فقدتُ سببي الأمثل لأحسن التصرف,... دلوقتي عندك مشكلة... علشان فقدت أحسن تصرف,0.8481472,Egyptian
أنا آسف إذا أنا تخطيت حدودى، ولكنك ذكيه، و جميلة.,أنا أسف لو أنا زققتلك، بس أنت ذكية وجميلة.,0.8481358,Egyptian
من يريد أن يسبح ؟,اه انا مب بحب اسبح فى اخر حاجة فى البسينين,0.84813267,Egyptian
ألم يقل لك للتو أنه فقد وظيفته؟,هو أهو خلاص قالك إنه اتفصل من شغله؟,0.8480962,Egyptian
(بالقرب من قصة (إبراهام) و (إسحاق,(من قصة ابراهيم واسمعيل,0.84809554,Egyptian
لا تنشري هذا ولكن أنا أثق بكِ لتقومي بعملٍ أفضل من أيّ شخص لأجل الفريق.,متقوليش ده بس أنا واثق انك اديها احسن من أي حد علشان الفريق.,0.8480895,Egyptian
أنا لا أَعْرف عن ماذا تتحدث,أنا مش عارف أعمـل إيه.,0.8480652,Egyptian
أنا لا أطلب منك أن تستمع إلي,أنا مش بأخد ولا أمر منك,0.8480299,Egyptian
هذا ما أحاول القيام به:,أنا بـحاول أعمل الصح هنا,0.8480184,Egyptian
مما يجعله منطقياً بالنسبة لي.,دول يخليه منطقى بالنسبة ليا.,0.84797454,Egyptian
- أنت لم يتحدث إلى أنيت؟,بس انت مش هتستناها صح؟,0.84795415,Egyptian
حسنٌ ، إذن كلتاكما قامت بقتله,-ماقتلتيش ( دوكيت) أصلاً و ماكانش ينفع أقول إنك قتلتيه,0.8479471,Egyptian
دعنا فقط نركز عليك و على هذا الوضع، و لاحقاً يمكننا التحدث.,اه، اتكلمنا عن الموضوع,0.8479451,Egyptian
أحتاج إلى التحدّث إليك,أنا و إنت لازم نتكلم,0.84788156,Egyptian
"- لاشيء, اعتقدت بانني سمعت شيئا ما",لا، أنا بس سمعت ده دلوقتي,0.84780824,Egyptian
-لا أعلم عم تتحدث..,مش متأكدة خالص من اللي بتقوله,0.8478023,Egyptian
لقد فعلوها فلنذهب عبر المنزل,تمام، خلنا ندور بقية البيت,0.8477965,Egyptian
اقصد ما رأيته كان,بصيت في عنيه,0.84778905,Egyptian
لا أعلم إن كنت أريد أن أعرف,يالا مش عارف، مش عارف,0.8477793,Egyptian
- كان بالإمكان أنّ يكون لدي بركّة سباحـة !,"كان ممكن يكون عندى حمام سباحة ""!",0.8477779,Egyptian
ليست لديّ اية موارد اخرى ذلك كان المنزل الآمن الاخير عندي,مبقاش عندي اي موارد تاني وكان الاوضة دي هي اخر ملاذ امن عندي,0.84776855,Egyptian
واو ، واو ، القول هو ليس شئ قديم ، ليس شئ سعره 95 دولار,أووووو ياااه الكلام ده مش حاجة قديمة مش حاجة تمنها 95 دولار,0.8477626,Egyptian
كيف تظنين اني اشعر ؟,عايز تعرف إحساسي ازاي؟,0.847753,Egyptian
إننى أود أن اقول كم انا ممتن لتواجدى هنا معكم الآن، و فى هذا الوقت من حياتى,أنا سعيدة بأنكم كلكم معايا هنا,0.8477176,Egyptian
-اجل، تماماً، كلنا,الحقيقة اننا . متأكدين,0.8477174,Egyptian
- أنا فعلت هذا، أنا فعلت هذا.,تمام، وأنا باشوف أنه كنت أنا,0.84770525,Egyptian
لو أنك مذنب في ذلك أو أي جريمة أخرى,لو انك متهم في ده او أي حاجة تانية,0.84768957,Egyptian
حسناً، جئت إلى هنا,أنا مبسوطة إني هنا,0.84768546,Egyptian
وداعاً يا أعزائي وأحبائي لطالما كنتم بجانبي ، سأشتاق إليكم,أنا وأخواتك قد أفتقدناكِ,0.8476776,Egyptian
لكن هذه ليست ظروف عادية,بس ده مش ظروف طبيعية,0.8476726,Egyptian
الآن، أينما كنتم عودوا لمنازلكم,- هاشوفك في البيت يا صحبي,0.8476695,Egyptian
،لا حاجة لذلك إنك لست بذلك السوء,مش فاهم حاجة,0.8476411,Egyptian
"أنا آسف, لم نستطع إيقافه",متأسف، مش هعمل كده,0.84763277,Egyptian
-أجل، حسناً، ربما أنت لا تعلم !,-مش عارفة هتعمل ايه؟,0.8476325,Egyptian
هي أنقذت بالفعل أنقذت حياة عدد من رجالك,زي ما بتشوفي لما أنقذت حياتك,0.8476325,Egyptian
ماذا تريدين الحديث عنه؟,بتحب تتكلم عن الموضوع ده؟,0.8475874,Egyptian
هناك شخصان ميتان هُنا,فيه حدين ماتوا هنا,0.8475581,Egyptian
أعتقد عندما يحين الوقت فسوف ترى أنّ العنف ليس هو الحلّ,على ما اعتقد لما الوقت ييجي هتلاقي إن العنف مش هو الحل,0.8475513,Egyptian
أأنتِ على درايةٍ بما نفعله هناك؟,ومن دلوقتي بما إحنا عارفين، إحنا هنعمل إيه؟,0.8475504,Egyptian
لأن الأمر يبدو كأنك تحدق إلي,عليه، إنتي شفتيني وأنا شوفتك,0.84754974,Egyptian
انها فقط يجعل من الصعب كثيرا.,ده هيكون صعب يتعمل,0.8475422,Egyptian
واعتقد انه قد يعصر شخصا ما للحصول على اعتراف سواء كانو مذنبون ام لا,ماااعترفتش ليه أصل لو كنت مذنب؟,0.8475384,Egyptian
اريد قضاء بعض الوقت معك,وانتى محتاجة تقابلنى دلوقتى,0.8475296,Egyptian
هل هذا الكثير من الأزرق؟ - نعم يا (مايك)، إنه كذلك -,ده كتير اوي من الازرق، مش كده يا مايك؟ - اه يا مايك، كده,0.847503,Egyptian
♪كل ما أعرفه هو أنه بالنسبة لي ♪,♪ كل اللي اعرفه ان بالنسبة لي ♪,0.84749705,Egyptian
حسنا ايها السفير ساخبرك كيف يسير الامر,طيب يا سعادة السفير هوضح لك  الأمور عاملة ازاي,0.8474962,Egyptian
فقط تمسكي بي ستكونين بخير,ماتخافيش تمسكي بيا وهتكوني كويسة,0.84744537,Egyptian
إنه يعيش فقط من أجل إنتظار خطاباتي و لدي شخصاً ألتفت إليه أيضاً,هو بس عايش من استنى كلامى و عندى واحدة بتهتم بيا كمان,0.84740525,Egyptian
سأسرع بقدر الامكان -,-حاضر، يلا، بسرعة.,0.84736633,Egyptian
حسناً إذاً، في هذه الحالة في وقت ما بين الأول والثالث من يونيو,تمام يبقى كده في وقت ما بين أول يوم اتنين تالتة يونيو,0.8473623,Egyptian
لقد سألتني ذلك أيضا من قبل.,كان نفسي متسألنيش السؤال ده أصلاً,0.84734833,Egyptian
فستعطي كل ما لديك، مفهوم؟,هتدينا كل اللى عندك، فاهم؟,0.8473462,Egyptian
رُبما أكون عجوزة، لكني لست غبية,ماحستش في حياتي اني .. عجوزة لحد كده,0.84731406,Egyptian
سأفعلها، سأفعلها - حسنا -,وأنا مستعد للقيام بذلك ...,0.8473087,Egyptian
لذا لا اعرف اذا كنتِ تريدي - نعم -,أنا مش عارف أقولك خلاص بتعمل إيه,0.84730816,Egyptian
أخـبريني فحسب أينَ أنتِ,في إيه المكان ده،، إنت كنت فين؟,0.84729147,Egyptian
نعم، نعم، أرى ذلك إما أن نتحرك الآن أو... ؟,يلا، قولى امتى نتحرك؟,0.8472642,Egyptian
سيأتى الوقت عندما تضطر للتصرف هكذا,يوم من الأيام هتلاقي حد هيفهمك,0.8472226,Egyptian
لا أعرف عما تتحدث.,أنا مش عارف أعمـل إيه.,0.8472121,Egyptian
وستكون هذه نهاية الأمر,ده الصوت ده نهاية قصتنا,0.8471887,Egyptian
وضعني على النوم عندما كنت طفلة صغيرة.,خليتني نام وأنا طفلة صغيرة.,0.8471791,Egyptian
أقصد ، متى كانت اخر مرة أشتريت ادوات زجاجية جديدة؟,أعني آخر مرة جبت فيها طقم زجاج نضيف؟,0.8471624,Egyptian
يمكنني حقا الاستعانة ببعض المساعدة,وانا فعلاً محتاج مساعدتك دلوقتي,0.8471434,Egyptian
هل تمانعي بإخباري من هو ؟,إيه اللي بنتعرفه عنه؟,0.8471373,Egyptian
انتم الاثنين ليس عليكم ان تجلسوا بالخلف هناك,مش هسيبك حاجة توصلّك,0.8471369,Egyptian
- من أنت تعيش مع. ؟,- عايش مع مين ؟,0.84713227,Egyptian
"حسناً, آكل بيتزا فى هذا الوقت المتأخر من الليل",حاضر، بهرطل بيتزا الساعة الكويسة دي,0.8471174,Egyptian
"في الحقيقة , نريد التحدث إليك",أنا و إنت لازم نتكلم,0.8471137,Egyptian
افعل ما عليك فعله,هعمل اللي إنت تقوله بس لو سمحت متعملنيش حاجه,0.84710395,Egyptian
حقا، كيف لا حزمة بندقية؟,جد، ازاى ما احزمش بندقية؟,0.8470936,Egyptian
والفتاة في رؤيتك كانت ملطخة بالطين، صح؟,وكده كان سبب انك زعلت لما شفتيها على الارض.,0.84708744,Egyptian
"أوه, قد نسيت تقريبا, لدي مفاجأة لك.",عندي مفاجأة تانية ليك,0.847077,Egyptian
يجب ان نجد طريقة للخروج من هنا,- فيه طريقه تانيه عشان نخرج؟,0.84706765,Egyptian
أنت لا تعنى ذلك بلى ، أعنيه,أنت مش بتتكلم معايا,0.8470651,Egyptian
يفضل أن تبقى هنا طويلاً ما يكفي لترى الأمر,على البقاء و نضيف الحتة دى,0.8470413,Egyptian
لماذا إذن إشتريت تلك الهدية لي؟,وصلتني الهدية اللي أرسلتها؟,0.8470249,Egyptian
مرحبا أيها الصغير مرحبا على كوكب الأرض,هااااااي ياعتيق يا مرحبا بك في الأرض,0.8470189,Egyptian
إن أحببتِ، يمكننا أن نأكل معاً الآن.,لو بتحبى نتعشى ويا بعض دلوقتى.,0.84701574,Egyptian
كلّا، لم تفعل,بس انت مش هتستناها صح؟,0.8470148,Egyptian
-لقد عاد للسجن، أليس كذلك؟,-رجع السجن تاني صح؟,0.84700257,Egyptian
بعد تصرف الليلة الماضية اعتقد أن الإعتذار مطلوب,أنا عايز اعتذرلك على اللي حصل إمبارح بالليل,0.8469797,Egyptian
اذاً كنت تقود وأنت ثمل أيضاً.,انت بتشتغل جامد في أتوبيس,0.84696627,Egyptian
أرى ما فعلته هناك,كنت هناك و شوفتك,0.8469551,Egyptian
أبي، لمَ تفعل هذا؟,يا بابا، ليه بتعمل كده؟,0.846949,Egyptian
كل ما تبقى لي... هل لضمان مملكتي يستقبل الزعيم الذي يستحقه.,كل ما فَضَل لي... هو ضمان المملكه دي بتستقبل الزعيم اللى يستاهلها.,0.84693766,Egyptian
كنت أفكر أننا رحلنا متأخراً جداً,كنت بحس اننا ممكن نتأخر شوية,0.8469282,Egyptian
شكراً لك، سأكون عندكم حالاً,طيب اقدر اكلمك.,0.8468857,Egyptian
أنا و والدكِ هُنا إذا أردتي التحدث.,أنا و باباكي هنا لو عايزة تتكلمي,0.8468803,Egyptian
كيف نعيش الحياة، تقاسم الكوكب مع أشخاص آخرين.,ازاى نعيش الحياة و نتشارك الكوكب مع الناس التانية,0.84685624,Egyptian
إذا ما زلتِ... تريدين التحدث عن اي شيء,بتحب تتكلم عن الموضوع ده؟,0.8468404,Egyptian
القلب الذي يبكي وأنا أسأل:,هتديني قلبي.,0.8468393,Egyptian
"- أرجوك , هلا تكلمتي معي ؟",- يا ريت تكلميني,0.8468325,Egyptian
"الآن,هذا الرجل ليس مثالى.",هو مش لابس جزمة النهارده كويس.,0.8468195,Egyptian
"أحب ذلك, هذا جيد هذا ما أحتاج لرؤيته",شوفي، الموضوع كله بيحب,0.8468078,Egyptian
أجده يساعد الطفل على فهم و معرفة عائلته,بلاقيه بيساعد الطفل إنه يفهم ويعرف أهله,0.8468044,Egyptian
ترى الجانب المظلم من الديمقراطية وتزال تؤمن به,انت بتشوف الناحية السودة الديمقراطية وبتفضل مؤمن بيها,0.84679484,Egyptian
أنتِ تستحقين هذا المجد والتصفيق,استاهلتي المجد ده والتصفيق,0.8467939,Egyptian
من الناحية الفنية، انه يحاول فقط أن يفعل الصواب تجاهي.,هو من ناحية فنية بيحاول بس يعمل اللي الصح تجاهي,0.8467928,Egyptian
سأتصل بك عندما أنتهي,اتصلي بيا دلوقتي,0.8467883,Egyptian
- هل يمكنني الحصول على المفتاح مرة أخرى ؟,- ممكن اديلك المفتاح تاني؟,0.8467773,Egyptian
لذلك أنا بحاجة لك التوقف عن القلق.,لذا احتاجك تقيف القلق.,0.8467698,Egyptian
سيكون من الأفضل البدء في بقيّة البيت,تمام، خلنا ندور بقية البيت,0.84673256,Egyptian
انظروا ماذا فعلتم لهم.,هما عملوا فيكم إيه؟,0.8467275,Egyptian
".أنا لا أعمل كثيرا .ليس ذلك على أي حال , ليس ذلك فقط",أنا مش مستنيّاه يعمل كده.,0.8467251,Egyptian
لا تسألني كيف أعرف ذلك أنا فقط أعرفه,لا، بس أنا معرفش ده إيه أصلا.,0.8467219,Egyptian
لا ينبغي أن يكون هذا صعباً للغاية، أليس كذلك؟,مش سهلة خالص مش كده؟,0.84670377,Egyptian
سمعت بعضهم يتحدث، وكان يبدو مثل أن الأمور كانت سيئة جداً,سمعت بعضهم بيكلّم وممكن يبان إن الأمور كان وحشة أوي,0.84668046,Egyptian
لا اعلم عن ماذا تتحدث,أنا مش عارف أعمـل إيه.,0.84667873,Egyptian
جاء بمجرد أن سمع الأخبار..,المجرد سمع الخبر، وصل علطول,0.8466661,Egyptian
"أنت تعرف, الصدق ليس بالضرورة في الأعمال التجارية الكبيرة.",انت تعرف، الصراحة مش بالضرورة في التجارة الكبيرة,0.8466548,Egyptian
انت الشخص الثاني الذي يناديني هكذا,إنت التاني اللي بتناديني كده,0.84661967,Egyptian
"رجاءاً أخبرنى, يمكنك قول ذلك",قولي عندك إيه,0.84658104,Egyptian
ما الذي تفعله بحق الجحيم... ؟,-ما تخش هنا أصلاً ؟,0.84657276,Egyptian
-أرجوك، لو تعرف شيئًا,-بتحب اعرف حاجة كدة؟,0.8465686,Egyptian
أردت أن تقول ذلك في وجهي؟,كنت تقصد إلى بتقوله؟,0.8465594,Egyptian
لا يزال ، لماذا وضعت القنبلة؟,لسه ليه وقعوا القنبلة؟,0.84655297,Egyptian
-لا أعلم عما تتحدث,أنا مش عارف أعمـل إيه.,0.84649384,Egyptian
لقد أمطرت كالجحيم ولكنك لعبت التنس ؟,إمبارح مطرت كتير وسخة ولعت فينا الأرض بس انته لعبت تنس؟,0.84647065,Egyptian
ما الذي قلت لها هو ما كنتي عليه من أنتي منذ فترة طويلة,اللي قولت لها هو شوية كلام كنتي بتفكري فيه من زمان,0.8464585,Egyptian
هذا سيكون آخر شيء من الأشياء الثقيلة,وهيكون ده آخر الموضوع,0.8464558,Egyptian
إنها قصة عن فتى مكسيكي وحيوانه الأليف الثور,دى حكاية عن ولد مكسيكى وحيوانو الأليف التور,0.84644747,Egyptian
كان أكثر منظر محزن رأيته في حياتي ولكن ما يُحزن أكثر انه لم يكن هناك فتيات في الصورة، فقط أولاد,كان أكتر منظر محزن شفته فى حياتى بس اللى يحزن أكتر أنه مكنش فيه بنات فى الصورة، بس عيال,0.8464362,Egyptian
حسنا، الكثير يمكن تغييره.,ويمكن أقول ان الأمور تغيرت كتير.,0.84642935,Egyptian
-ألم يتصل بك عمى؟ -كلا ...,- عمك مكلمكش؟ - لا أبدا ...,0.8464287,Egyptian
الطبيب جاء في نفس الوقت يا سيدي,الدكتور جه في نفس الوقت يا بيه,0.84638894,Egyptian
فقط الإمبراطورية البريطانية ستسيطر على قوة البحر.,بس الامبراطورية البريطانية هتسيطر على قوة البحر.,0.8463889,Egyptian
أنه دائما كريم ولطيف,إنه دايما كريم ولطيف,0.846383,Egyptian
يعتقد أنها نكتة جيدة إذ يتسنى لكم قول: قضيب,هقولها تاني مكنتش بضحك عليكي,0.8463351,Egyptian
لماذا ترتدي هذا الأن ؟,معايا ماسك تقدري تلبسيه؟,0.84629726,Egyptian
لكن الإجهاض هو ما كان الأمر السيىء,لكن الإجهاض هو اللى كان وحش,0.84628,Egyptian
أترى؟ قلت لك أنك قادر على القيام بالأمر,امالك أقدر اعملها,0.84627306,Egyptian
آمل أن تبقيا هنا,بقى فلان هنا,0.8462636,Egyptian
"- مرحبا, كيف الحال؟",يا سلام عليك انت ازاى كدة؟,0.84626275,Egyptian
يبدو سوف يكون لي أن أعطي نفسي ل مليون دولار.,زي ما بيقولوا هتمني ندشان في مليون دولار,0.8462387,Egyptian
فتاة صغيرة خائفة لا يخاف منها أحد,بنت صغيرة محتاجة حد يخاف منها,0.8462167,Egyptian
ماذا فعلتَ لهم ؟,هما عملوا فيكم إيه؟,0.8462094,Egyptian
أفكّر في أن أطلب إليها العودة إلى (لندن) حين نرحل,فكِّرت أقول لها ترجع لندن لما نمشي,0.8461962,Egyptian
-فقط اخلعه الان,تمام بس خلي بالك,0.84618354,Egyptian
لا اعلم ماذا تتحدث عنه,أنا مش عارف أعمـل إيه.,0.84612095,Egyptian
لا يا سيدي، أنا لا أقبل,لا لا ياابني,0.84611446,Egyptian
لذا أعتقد أمي بدأت أخيرا لتقسيم كل شيء جدتي.,ناقص بقى أمى بدأت اخيرا تقسم كل حاجة جدتى.,0.8460942,Egyptian
حسناً يا صديقي هل أنت جاهز للذهاب إلى السرير؟,تمام يا صاحبي أهو أنت جهزت نفسك للنوم؟,0.84609175,Egyptian
أوه، ومباريات التنس ستبدأ في إيستهامبتون يوم السبت...,ايه، وبتوع التنس هيبتديوا ماتشات في ايستهيمفتون يوم السبت..,0.84607834,Egyptian
-تستطيع أن تقول هذا ثانية,دة اللى انت قلتة مرة أخيرة,0.84607476,Egyptian
اِعلمي أنّي سأكون بخير.,اعرفي اني هبقى كويس,0.8460737,Egyptian
كنتُ سأُقتل، وأنتِ تحتسين الشراب!,ميهمنش أنك تقدر تقتلني,0.8460629,Egyptian
أنا فخور بأنك أختي,أنا مبسوط انك اختي,0.84603566,Egyptian
"رائع, انظر الى المطبخ هذا عظيم",- والمطبخ هنا,0.84601927,Egyptian
حسنًا، إنّها ليلة رائعة، وكنتُ أتسائل إذا تودين للحصول على فنجان قهوة معي,كويس، النهاردة الجو حلو والليل، وأنا كنت بسألك لو عايزة تاخدى معايا فنجان قهوة,0.84600806,Egyptian
أصبت بسكتة قلبية أخرى لكنك بخير,سويت جلطة قلبية تاني بس الحمد لله,0.8459944,Egyptian
ماذا دهاك ليلة الأمس؟,ايه اللى كان مختلف فى الليلة دى؟,0.8459912,Egyptian
انا نجمه كبيرة في كنيستي حيث الجميع يعلم بأنني أملك صوت ضخم لكن هنا أنا لا أحد,أنا نجمة كبيرة فى كنيستى و الكلّ هناكّ عارف إن صوتى رنان و لكن هناّ أنا مفيش,0.8459607,Egyptian
لا يبدو، لكن هذا لا يزعجني كثيراً,مش مهم كدا كدا كتير,0.8459574,Egyptian
خروف القانون .. خروف القانون أأنت هناك؟,خروف القانون .. خروف القانون حضرتك موجود؟,0.8459427,Egyptian
سأقول ما تريدني أن أقول، سأتحمل مسئولية كل شيء.,هقول اللي أنت عايزة أقوله، وأتحمل مسؤولية الكل,0.84590054,Egyptian
وقال إنه يود أن يراكِ قبل مغادرته,وقال إنه عايز يشوفك قبل ما يسافر,0.8458854,Egyptian
أنا فقط أريد معرفة من أكون,بأمانة، السؤال مش: أنا مين؟,0.8458804,Egyptian
لم أكذب عليكِ قط,ماكذبتش عليكي ولا مرة,0.845875,Egyptian
