,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
1979,Modern Standard Arabic,أريدكِ طوال الوقت.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1980,Modern Standard Arabic,عندما احضروك هنا كنت ضعيفا جدا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1981,Modern Standard Arabic,تحتاج إلى الابتعاد عن هذا.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1982,Modern Standard Arabic,"انظر , نحن جميعنا غريبين قليلا نحن جميعا حمقى قليلا",NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1983,Modern Standard Arabic,وقتها فقط ستكون قادرا على ايجاد طريقك للممر العظيم,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1984,Modern Standard Arabic,أتعرف ماذا يقولون عن الرجال ذوى الأقدام الكبيرة,NEGLIGIBLE,HIGH,HIGH,NEGLIGIBLE
1985,Modern Standard Arabic,سنقتل الرهائن في 3 أيام!,NEGLIGIBLE,MEDIUM,MEDIUM,HIGH
1986,Modern Standard Arabic,وسأدقّ على بابك وسأكون مُشتاط غضبًا كالدبّور,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
1987,Modern Standard Arabic,أكره هذا الاسم لأنني لا أحبك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1988,Modern Standard Arabic,اريد ان ارى شقيقتي حالا اين هي؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1989,Modern Standard Arabic,-خلت أنك قد ترغب بالإنضمام؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1990,Modern Standard Arabic,حسنا، هذا مقرف كيف عدتِ للمنزل اذا؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1991,Modern Standard Arabic,"اوه, أنتِ آخر شخصٍ يفترض به الاعتذار",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1992,Modern Standard Arabic,اعتقد بأنهم سيقتلونك,NEGLIGIBLE,LOW,MEDIUM,HIGH
1993,Modern Standard Arabic,"أجل, أشياء نفعلها من أجل الحب",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1994,Modern Standard Arabic,أودّ قضاء دقيقة معه.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1995,Modern Standard Arabic,ما أهتمامك بالهجمات؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1996,Modern Standard Arabic,- ماذا تريديننا أن نفعل لك؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1997,Modern Standard Arabic,ـ بسرعة، أفرغ جيوبك ـ أنت تؤلمني!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1998,Modern Standard Arabic,أضع الكثير من الناس ما يهمني في خطر.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1999,Modern Standard Arabic,نحن فقط نحتاج إلى بطاقة إئتمان في الملف,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2000,Modern Standard Arabic,سأفعل أيّ شيء تريدينه يا حبيبي,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2001,Modern Standard Arabic,لكن مديرتي السافلة كانت محقة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2002,Modern Standard Arabic,حسناً سأجلس معك أيضا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2003,Modern Standard Arabic,نعم إنها الاسوأ الآن على أية حال لديها مواهب أخرى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2004,Modern Standard Arabic,-حتى أمّكِ لن تعرفكِ,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2005,Modern Standard Arabic,لقد وافق على اللعب بلطف أنا لم افعل,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2006,Modern Standard Arabic,ماهو خطبك بحق الجحيم؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2007,Modern Standard Arabic,سنفعل هذا الشيء وبعدها تغادر,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2008,Modern Standard Arabic,ثم أمرتكى بقتله,NEGLIGIBLE,LOW,MEDIUM,LOW
2009,Modern Standard Arabic,لماذا قمت بفعل ذلك يا أحمق؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2010,Modern Standard Arabic,- لماذا تعتقد بأني كنت أبكي؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2011,Modern Standard Arabic,هل تظنه قد يكون قتل على يد آخر ؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2012,Modern Standard Arabic,تعرضت للهجوم عندما غادرت شقتها.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2013,Modern Standard Arabic,سأذهب لأستحم,LOW,NEGLIGIBLE,NEGLIGIBLE,HIGH
2014,Modern Standard Arabic,هذا هو السبب في إنك قتلته؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2015,Modern Standard Arabic,لا تخبرنى انك اصبحت رجلاً للأخت المسيحية ؟,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
2016,Modern Standard Arabic,أخبره بما أخبرتني!,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2017,Modern Standard Arabic,و أعتقد أنكم إستخدمتم مواهبكم الخاصة لقتله,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2018,Modern Standard Arabic,لقد آذيتني - أردت أن أؤذيك -,MEDIUM,NEGLIGIBLE,MEDIUM,MEDIUM
2019,Modern Standard Arabic,تباً، أحتاج لصندوق,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2020,Modern Standard Arabic,أنتِ مدركةً لذلك وأنتِ تتصرّفين بغباء.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2021,Modern Standard Arabic,أنتِ مدركةً لذلك وأنتِ تتصرّفين بغباء.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2022,Modern Standard Arabic,يجب ان اخرج من هنا.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2023,Modern Standard Arabic,ونخبرهم بأنه قام باختطاف أصدقائنا وسرق سيارتنا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2024,Modern Standard Arabic,اريد ان اطلب منك المجيئ معي,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
2025,Modern Standard Arabic,أريدك أن تفعل كل هذا.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2026,Modern Standard Arabic,(إيـد)، ما مدى سرعتك للعودة إلى زوجتك؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2027,Modern Standard Arabic,مالذي كنت تفكر فيه ومن دون قصد جعلت زوجتك تصب للمره الاولى؟,MEDIUM,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2028,Modern Standard Arabic,لا، لقد أطلقت رصاصة على صدري ! ولكني الآن متأكد أنها بريئة,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2029,Modern Standard Arabic,حلمتُ و(سارة) طويلاً باليوم الذي تلتقي به زهرتنا الجميلة شخصاً تمضي...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2030,Modern Standard Arabic,الحصول على هذه القطعة من حماقة من هنا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2031,Modern Standard Arabic,أريد أن أكون معك فحسب,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2032,Modern Standard Arabic,"حسناً ,أنا لست أقول لك بأن تتزوجيه و لا أعدك هذا سيفلح و لكن هل قضيتي وقت جيد معه.",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2033,Modern Standard Arabic,رجل مثلك يموت ألف مرة,NEGLIGIBLE,LOW,HIGH,LOW
2034,Modern Standard Arabic,لأنه بعد الإنتهاء من أكل حصادكم سنأخذكم الى أمكم,MEDIUM,NEGLIGIBLE,MEDIUM,MEDIUM
2035,Modern Standard Arabic,كمّ مرّة عليّ قتلها ؟,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
2036,Modern Standard Arabic,ألديك شيئاً لي؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2037,Modern Standard Arabic,ولكن بعد أن قال له كنت أشاهده شخص ما، سأل إذا أود أن أعطيك هذا.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2038,Modern Standard Arabic,لكن (أوباما) لم ينتخب حقاً ألا تهتمون يا ناس!,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2039,Modern Standard Arabic,. هذا العمل سيقتله بطريقة أو أخرى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2040,Modern Standard Arabic,منذ أن تحدثت إلى والدتي .. لم تتوقف عن البكاء أبداً,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2041,Modern Standard Arabic,منذ أن تحدثت إلى والدتي .. لم تتوقف عن البكاء أبداً,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2042,Modern Standard Arabic,حسنًا، انظري، لما لا نتحرّك إلى أخر الشارع بعيدًا عن هؤلاء القوم الرائعين؟,NEGLIGIBLE,MEDIUM,HIGH,MEDIUM
2043,Modern Standard Arabic,ما الدافع المحتمل الذي سيجعلني أقتل أكثر امرأة أحبها في هذا العالم؟ !,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
2044,Modern Standard Arabic,...يظهر بالأمس بصحبة شابة قائلا أنه تزوجها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2045,Modern Standard Arabic,هذا الرجل مات لأنه تزوج بوالدتك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2046,Modern Standard Arabic,طريقة واحدة لضمان حدوث ذلك الأمر تتم بقتل الطبيب الوحيد القادر على إبقائه حياً,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
2047,Modern Standard Arabic,إنه يقودهم إلى المنزل الآمن والقنابل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2048,Modern Standard Arabic,سوف أعطيكم الطعام لكن بعد ذلك عليكم أن تذهبوا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2049,Modern Standard Arabic,أين التمثال اللعين؟,LOW,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2050,Modern Standard Arabic,أعلم أنّي أبدو كدخيلة لكنّي حلمت بكم جميعًا طوال ألف عام.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2051,Modern Standard Arabic,قلت لك سأقتله إذا لمسك ثانية,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2052,Modern Standard Arabic,الأمر ليس كما لو ان أي شخص سيراكِ!,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2053,Modern Standard Arabic,أريد أن أرى هذا الفتى,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2054,Modern Standard Arabic,سيتم حرق جثته و بعثرة رفاته في السر,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2055,Modern Standard Arabic,انهم ليسوا على وشك التخلي عن حريتهم من جديد,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2056,Modern Standard Arabic,"لنحاول الأن, يا عزيزى.",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2057,Modern Standard Arabic,انظر الآن أن المرأة تستحق حفل زفاف عظيم.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2058,Modern Standard Arabic,الخيار الوحيد الآن.. هو أن تموت أو تكذب,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2059,Modern Standard Arabic,إرموا أسلحتكم الآن أو سوف أطلق النار على كل واحد منكم في المؤخرة.,LOW,NEGLIGIBLE,HIGH,HIGH
2060,Modern Standard Arabic,- أن تقول لها وإسقاط بندقية!,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2061,Modern Standard Arabic,- أن تقول لها وإسقاط بندقية!,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2062,Modern Standard Arabic,يجب أن نجدها أولا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2063,Modern Standard Arabic,من أنت بحق الجحيم ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2064,Modern Standard Arabic,أنت تمضغ طريقك إلي الفشل آوو,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2065,Modern Standard Arabic,-لو توقف عن تناول المخدرات ... ربما تكون لديه فرصة,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2066,Modern Standard Arabic,أجل، أخبرتكم أيها الحمقى أن تنقلوا صناديق القمامة هذه.,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2067,Modern Standard Arabic,لأنكَ لست أحد مقاتليني,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2068,Modern Standard Arabic,"أعلمُ ما الذي فعلته بزوجتك, آثوس.",MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
2069,Modern Standard Arabic,ونعتقد أنّ مراقبةً إضافيّةً واستغلالاً لهذه العناصر... ستقودانا إلى الخطوة القادمة بالتسلسل الإرهابيّ، وربما إلى خلايا موزّعة أخرى,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
2070,Modern Standard Arabic,هذا هو مضيعة للوقت.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2071,Modern Standard Arabic,-لقد قتل ثلاثة من سكرتيراته,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2072,Modern Standard Arabic,أصمت الآن وحاول التركيز,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2073,Modern Standard Arabic,اي نوع من الحمقى يشوه مكتبة للأطفال؟,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2074,Modern Standard Arabic,يقال أن الرجال يفقدون القدرة على سماع الأصوات عالية التواتر بينما النساء يفقدن القدرة على سماع الأصوات منخفضة التواتر,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2075,Modern Standard Arabic,سأنتظر معكِ هنا إن لم تمانعي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2076,Modern Standard Arabic,أنت مجرد مصدر للي.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
2077,Modern Standard Arabic,لإنها دائما تشعرني اننا اباء سيئون,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2078,Modern Standard Arabic,أنا لا أعرف هذا الحي جيداً سوف أتمشي في الجوار,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2079,Modern Standard Arabic,أنت لا تفعل هذا للشهرة ولا للانتقام.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2080,Modern Standard Arabic,هل أنت مستعد لأن تمنحها كل شيء؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2081,Modern Standard Arabic,أخيرًا مستعدين لوضع حدًا لهذا الجنون وأرسل رجالي ليستولوا على المدينة,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
2082,Modern Standard Arabic,جئت هنا لتدميرك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
2083,Modern Standard Arabic,حسنًا، سنحتاج إلى تكتيكات عسكرية حيث نحن ذاهبون,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2084,Modern Standard Arabic,إذا كان أي منكم تقرر لاستدعاء 911 بدلا من ذلك، حسنا، ثم نتحول لقيادة التسمم.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2085,Modern Standard Arabic,يعتقد أنها نكتة جيدة إذ يتسنى لكم قول,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2086,Modern Standard Arabic,أنت مدللّ ولديك كل شيء!,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2087,Modern Standard Arabic,-إنّها أفضل سلاح سياسي .,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2088,Modern Standard Arabic,- كم قتلت أنت؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2089,Modern Standard Arabic,إبق هنا، سوف أعود,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2090,Modern Standard Arabic,لن يكون لديك وقت طويل قبل أن يبدؤوا بإطلاق النار عليك,NEGLIGIBLE,LOW,MEDIUM,HIGH
2091,Modern Standard Arabic,"حسنا ً, يجب علينا الذهاب, يجب علينا الذهاب.",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2092,Modern Standard Arabic,"الجدوى من ذلك هو, أنّك إذا ماكنت تريد مغفرتهم, سيغفرون لك في النهاية.",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2093,Modern Standard Arabic,"أجل, وأنا عالجتُ وجهكَ أيضاً وأعطيتكَ طريقاً للخروج",HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
2094,Modern Standard Arabic,اريد الخروج من هنا ، لا اريد ان اموت,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2095,Modern Standard Arabic,لقد كانت... بسيطة وحسب وعاطفية و...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2096,Modern Standard Arabic,لا أملك وقتًا لهذا، أخرجوها من هنا.,LOW,NEGLIGIBLE,LOW,MEDIUM
2097,Modern Standard Arabic,"أعتقد, أعني , لقد رأيت شيء.",NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2098,Modern Standard Arabic,إن قلت شيئاً ليس مذكور في الورقة سأقتل كلبك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2099,Modern Standard Arabic,هكذا أطفئنا النار,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2100,Modern Standard Arabic,وفي نفس هذه اللحظة سيصدر فيروس مباشرة إلى الفصول مكتظ بتلاميذ المدارس البريطانيين,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2101,Modern Standard Arabic,وفي نفس هذه اللحظة سيصدر فيروس مباشرة إلى الفصول مكتظ بتلاميذ المدارس البريطانيين,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2102,Modern Standard Arabic,",لكن إذا لم يقم الفنانون بجولات فلن يأكلوا",NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2103,Modern Standard Arabic,...إذاً هيّا وأقتلها,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
2104,Modern Standard Arabic,أريدها أن تعجب بي كما هي معجبة بـفورد.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2105,Modern Standard Arabic,يمكننا تبدأ عندما يحصل أخيك هنا.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2106,Modern Standard Arabic,لقد كانت هذه غرفتها لقد كانت هنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2107,Modern Standard Arabic,لأننى ظننت أنك قتلتنى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2108,Modern Standard Arabic,"حسنا, في هذه الحالة تستطيعين الحصول عليهم...",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2109,Modern Standard Arabic,أنا لا أريد أن أكون حولك,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2110,Modern Standard Arabic,سأقتلكما الإثنان إن لم تسمحي لي بذلك,LOW,NEGLIGIBLE,MEDIUM,HIGH
2111,Modern Standard Arabic,هيا ، ستكون ظريفة و أنا سأبدأ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2112,Modern Standard Arabic,لقد وعدتُ (جوزيف) بأن لن أحاول مُجدداً، بأن أنا أمنحه الوقت.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2113,Modern Standard Arabic,تعلمين ، ليس عليكِ أن تعطيني أيّ شيء في الواقع ، أفضّل إذا لم تفعلي ذلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2114,Modern Standard Arabic,أتذكر هؤلاء الجوالون البريطانيون الذين قتلوا هناك الصيف الماضي,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2115,Modern Standard Arabic,كلهم يكذبون عن من هو المسؤول عن الهجمات ؟,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2116,Modern Standard Arabic,كنت لأبقى معكم لفترة أطول ولكن تلك الريح تدفعني بعيداً,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2117,Modern Standard Arabic,لهذا السبب ستقومون قتل الأبرياء,NEGLIGIBLE,MEDIUM,HIGH,HIGH
2118,Modern Standard Arabic,مرحباَ نعم، لقد أطلقوا النار على شرطي للتو,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2119,Modern Standard Arabic,ربما شخصيته الوقحة بداية جيدة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2120,Modern Standard Arabic,شكراً، لنذهب ونقوم بتنظيفك.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2121,Modern Standard Arabic,-مالذي تفعله هنا بحق الجحيم؟,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
2122,Modern Standard Arabic,"لاتتأخر, هو يكره التأخير",NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2123,Modern Standard Arabic,سأبحث عن الملازم,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2124,Modern Standard Arabic,جميعهم يتمنوا لو كانوا فى سريرك,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2125,Modern Standard Arabic,أظن أن عليّ أنا أن أفعل شيء غبي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2126,Modern Standard Arabic,لقد اتصلت لأنَّ الأخوات يملِكنَ النادي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2127,Modern Standard Arabic,كلما أسرعتم بإطعامهم كلما أسرعنا بالخروج من هذا الجحر,LOW,NEGLIGIBLE,MEDIUM,HIGH
2128,Modern Standard Arabic,- . لا . انهم لا يعرفون ما الذي يتحدثون عنه .,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
2129,Modern Standard Arabic,و أضن أنها كرهت تشارلز أيضا,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2130,Modern Standard Arabic,أتريدين رؤية لسانها ؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2131,Modern Standard Arabic,وثانياً .. لقد مارسنا الجنس ثلاث مرات اليوم,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2132,Modern Standard Arabic,ثم سيقوم بالعملية الجراحية وينقذ والد جورج وبعدها سأبدا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2133,Modern Standard Arabic,اللؤلؤة لَيستْ لؤلؤة... حتى تخرج من صدفتها.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2134,Modern Standard Arabic,لكان سيقتله أن يرى أنه من الخطأ جعلي المسؤولة,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
2135,Modern Standard Arabic,أنا أقود الشاحنة، وأنت تسرقني,NEGLIGIBLE,LOW,MEDIUM,LOW
2136,Modern Standard Arabic,أحتـاج بأن أكون معــك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
2137,Modern Standard Arabic,والديها رفضا زواجي منها.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
2138,Modern Standard Arabic,فبالتأكيد لو كانت جدتي مليونيرة... من الممكن أن يكون مخادعا يدعي أنه أخاكِ,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2139,Modern Standard Arabic,ليس الجميع يعتقدوا أنك أحمق,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2140,Modern Standard Arabic,حسنا يا جون أريدك أن تغلق فمك,MEDIUM,NEGLIGIBLE,MEDIUM,MEDIUM
2141,Modern Standard Arabic,لدينا حوالي 1.6 بليون مسلم غاضبين علينا الان,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2142,Modern Standard Arabic,ماذا ، هل ستقوم بقتلنا جميعاً بالرصاص؟,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
2143,Modern Standard Arabic,هيَّا يا فتيات فلنقصد الحانة,MEDIUM,LOW,LOW,LOW
2144,Modern Standard Arabic,ألا تستحق وقتاً مستقطعاً لنفسك؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2145,Modern Standard Arabic,حسنًا، توجد عواقب وخيمة لفعلتك وعليك تقبل هذا لكن أنصت، أنت صغير,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
2146,Modern Standard Arabic,هل تعرف أنها مرة قتلت رجل بأيديها العارية ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
2147,Modern Standard Arabic,-لم لا تخرج من الباب ؟ -سأفعل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2148,Modern Standard Arabic,هذا ليس مضحكا، ذلك الشاب المسكين.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2149,Modern Standard Arabic,ذراعه بالكاد معلقة سخيف على!,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
2150,Modern Standard Arabic,انها نكتة مضحكة لو كنت في عمر الخمسة سنوات توقف,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
2151,Modern Standard Arabic,قلت أتركيه لي فحسب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
2152,Modern Standard Arabic,لكنّهم لم يأخذوا سياراتهم.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
2153,Modern Standard Arabic,أنا أبيع هذه الدمية لك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
2154,Modern Standard Arabic,لايمكنها إرتداء ذللك حينما تبيعُ لنا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
2155,Modern Standard Arabic,لأن الناس كلاهما يحصلون نادراً على ما يحتاجون إليه، خصوصاً في عمرنا.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
